stockcode,total_quantity_sold,average_demand,demand_variance,total_product_revenue,unique_customers,daily_avg_demand,daily_demand_std,safety_stock,lead_time_demand,reorder_point,reorder_quantity
84592,163,4.289473684210527,7.886913229018489,480.8500000000001,33,0.4465753424657534,2.8083648675018154,13.0,4.0,17.0,14.0
84593,25,3.125,9.553571428571429,73.75,7,0.0684931506849315,3.090885217631258,14.0,1.0,15.0,3.0
84595B,229,15.266666666666667,697.9238095238096,405.15,13,0.6273972602739726,26.418247661868296,116.0,5.0,121.0,19.0
84595E,350,12.962962962962964,440.4985754985755,653.0999999999999,22,0.958904109589041,20.98805792584382,92.0,7.0,99.0,29.0
84596B,5484,10.627906976744184,272.8360352223979,3304.59,256,15.024657534246575,16.51774909672616,73.0,106.0,179.0,451.0
84596E,880,6.984126984126984,150.06374603174604,850.2,90,2.410958904109589,12.25005085833304,54.0,17.0,71.0,73.0
84596F,4174,9.9618138424821,184.2664809126308,2623.46,216,11.435616438356165,13.574479029142548,60.0,81.0,141.0,344.0
84596G,1967,8.70353982300885,161.2317207472959,1157.93,118,5.389041095890411,12.697705333929273,56.0,38.0,94.0,162.0
84596I,71,7.1,297.6555555555556,78.11,9,0.19452054794520549,17.252697051636755,76.0,2.0,78.0,6.0
84596J,676,9.941176470588236,289.57857769973657,464.03,50,1.8520547945205479,17.017008482683924,75.0,13.0,88.0,56.0
84596K,358,5.59375,153.26091269841274,420.14,48,0.9808219178082191,12.379859155031317,55.0,7.0,62.0,30.0
84596L,1262,9.707692307692309,218.78211091234343,720.9399999999999,78,3.4575342465753423,14.79128496488197,65.0,25.0,90.0,104.0
84597B,195,10.263157894736842,43.87134502923977,234.15,11,0.5342465753424658,6.623544748036339,29.0,4.0,33.0,17.0
84597C,352,9.77777777777778,55.94920634920635,420.8,21,0.9643835616438357,7.4799202100828825,33.0,7.0,40.0,29.0
84598,18241,444.9024390243902,255609.3902439024,3542.61,30,49.97534246575343,505.5782731129794,2208.0,350.0,2558.0,1500.0
84599,6,3.0,2.0,47.7,2,0.01643835616438356,1.4142135623730951,7.0,1.0,8.0,1.0
84600,94,2.41025641025641,7.616734143049932,717.3000000000001,31,0.25753424657534246,2.7598431373992858,13.0,2.0,15.0,8.0
84601A,254,21.166666666666668,1803.4242424242425,607.7,9,0.6958904109589041,42.46674278096029,186.0,5.0,191.0,21.0
84608,6,1.5,0.3333333333333333,47.7,4,0.01643835616438356,0.5773502691896257,3.0,1.0,4.0,1.0
84609,129,4.777777777777778,16.333333333333336,1051.5,23,0.35342465753424657,4.041451884327381,18.0,3.0,21.0,11.0
84611B,7,1.75,0.25,41.65,4,0.019178082191780823,0.5,3.0,1.0,4.0,1.0
84612B,20,5.0,4.0,51.0,4,0.0547945205479452,2.0,9.0,1.0,10.0,2.0
84613A,22,2.2,0.8444444444444446,102.3,9,0.06027397260273973,0.9189365834726815,5.0,1.0,6.0,2.0
84613C,62,5.166666666666667,96.33333333333334,258.06,11,0.16986301369863013,9.814954576223638,43.0,2.0,45.0,6.0
84614A,13,1.8571428571428568,0.1428571428571428,77.35000000000001,7,0.03561643835616438,0.37796447300922714,2.0,1.0,3.0,2.0
84614C,3,3.0,0.0,17.85,1,0.00821917808219178,0.0,0.0,1.0,1.0,1.0
84615,235,13.055555555555555,212.17320261437908,667.8299999999999,13,0.6438356164383562,14.566166366425282,64.0,5.0,69.0,20.0
84616,69,3.136363636363636,9.837662337662334,1297.75,19,0.18904109589041096,3.136504796371645,14.0,2.0,16.0,6.0
84617,11,1.5714285714285714,0.619047619047619,140.25,7,0.030136986301369864,0.7867957924694431,4.0,1.0,5.0,1.0
84619,69,2.6538461538461537,4.635384615384615,1444.15,22,0.18904109589041096,2.1529943370535407,10.0,2.0,12.0,6.0
84620,111,2.4130434782608696,1.9367149758454096,660.45,41,0.3041095890410959,1.3916590731373146,7.0,3.0,10.0,10.0
84621,27,2.076923076923077,1.41025641025641,214.65,9,0.07397260273972603,1.1875421719907087,6.0,1.0,7.0,3.0
84622,21,3.0,2.6666666666666665,124.95,7,0.057534246575342465,1.632993161855452,8.0,1.0,9.0,2.0
84623,53,4.416666666666667,19.537878787878785,261.35,8,0.14520547945205478,4.420167280531222,20.0,2.0,22.0,5.0
84625A,788,12.918032786885243,130.10983606557377,898.7,40,2.158904109589041,11.406569864142934,50.0,16.0,66.0,65.0
84625B,180,10.588235294117649,95.38235294117648,279.0,15,0.4931506849315068,9.766388940707639,43.0,4.0,47.0,15.0
84625C,743,13.035087719298245,148.24874686716788,870.95,29,2.0356164383561643,12.175744201779532,54.0,15.0,69.0,62.0
84625D,639,13.595744680851064,156.55041628122103,734.25,36,1.7506849315068493,12.512010880798538,55.0,13.0,68.0,53.0
84626,1,1.0,0.0,45.95,1,0.0027397260273972603,0.0,0.0,1.0,1.0,1.0
84627,50,2.5,9.94736842105263,297.5,15,0.136986301369863,3.153944898227081,14.0,1.0,15.0,5.0
84629,24,1.8461538461538465,1.807692307692308,237.8,12,0.06575342465753424,1.3445044840729643,6.0,1.0,7.0,2.0
84630,2,2.0,0.0,15.9,1,0.005479452054794521,0.0,0.0,1.0,1.0,1.0
84631,253,10.541666666666666,864.1721014492755,715.35,19,0.6931506849315069,29.396804272731337,129.0,5.0,134.0,21.0
84632,14,1.4,0.9333333333333332,799.3000000000001,8,0.038356164383561646,0.9660917830792959,5.0,1.0,6.0,2.0
84637,487,14.757575757575758,1759.8768939393944,867.25,28,1.3342465753424657,41.95088668835731,184.0,10.0,194.0,41.0
84638,356,11.483870967741936,838.658064516129,714.2,27,0.9753424657534246,28.959593652469106,127.0,7.0,134.0,30.0
84648,1,1.0,0.0,12.75,1,0.0027397260273972603,0.0,0.0,1.0,1.0,1.0
84653,10,1.25,0.2142857142857142,453.5,8,0.0273972602739726,0.46291004988627565,3.0,1.0,4.0,1.0
84656,20,1.6666666666666667,0.7878787878787878,119.0,12,0.0547945205479452,0.8876253645985945,4.0,1.0,5.0,2.0
84657,245,12.894736842105264,408.5438596491228,496.25,14,0.6712328767123288,20.21246792574135,89.0,5.0,94.0,21.0
84658,198,3.473684210526316,13.968045112781954,1060.78,50,0.5424657534246575,3.737384795921067,17.0,4.0,21.0,17.0
84659A,311,4.319444444444445,45.68525039123631,765.66,55,0.852054794520548,6.759086505677843,30.0,6.0,36.0,26.0
84660A,851,20.261904761904763,1239.0272938443673,814.4,34,2.3315068493150686,35.199819514372045,154.0,17.0,171.0,70.0
84660B,727,16.522727272727273,691.2785412262156,804.65,26,1.9917808219178081,26.29217642619598,115.0,14.0,129.0,60.0
84660C,689,12.527272727272727,430.253872053872,778.07,29,1.8876712328767122,20.74256184886216,91.0,14.0,105.0,57.0
84661A,203,8.12,114.02666666666669,228.54,22,0.5561643835616439,10.678326960093827,47.0,4.0,51.0,17.0
84661B,207,7.961538461538462,93.87846153846152,374.29,21,0.5671232876712329,9.689089819919182,43.0,4.0,47.0,18.0
84661C,137,11.416666666666666,179.17424242424244,124.55,12,0.37534246575342467,13.38559832148875,59.0,3.0,62.0,12.0
84663A,345,8.846153846153847,286.9757085020242,589.79,34,0.9452054794520548,16.940357390032364,74.0,7.0,81.0,29.0
84664,192,3.84,4.54530612244898,950.4,17,0.5260273972602739,2.131972354991729,10.0,4.0,14.0,16.0
84665,226,4.808510638297872,17.98427382053654,1364.7,25,0.6191780821917808,4.240786934112175,19.0,5.0,24.0,19.0
84666,226,6.848484848484849,48.13257575757576,892.7,13,0.6191780821917808,6.937764463973663,31.0,5.0,36.0,19.0
84670,5092,29.097142857142856,1999.927290640393,2045.04,114,13.95068493150685,44.72054662725393,196.0,98.0,294.0,419.0
84671B,98,3.92,11.74333333333333,249.9,20,0.2684931506849315,3.426854728950927,15.0,2.0,17.0,9.0
84673A,457,6.347222222222222,264.03266823161186,274.01,57,1.252054794520548,16.249082073508394,71.0,9.0,80.0,38.0
84673B,420,5.25,59.734177215189874,299.46,65,1.1506849315068493,7.728788858235802,34.0,9.0,43.0,35.0
84674,444,4.774193548387097,44.22019635343621,1093.8000000000002,67,1.2164383561643837,6.649826791235709,30.0,9.0,39.0,37.0
84675,187,4.25,51.68023255813952,467.65,39,0.5123287671232877,7.188896477077655,32.0,4.0,36.0,16.0
84676,832,8.489795918367347,347.9431937723543,2016.52,76,2.2794520547945205,18.653235477320127,82.0,16.0,98.0,69.0
84678,541,8.196969696969697,97.60675990675992,989.55,52,1.4821917808219178,9.879613348039483,44.0,11.0,55.0,45.0
84679,14,3.5,1.0,103.3,4,0.038356164383561646,1.0,5.0,1.0,6.0,2.0
84680,94,5.529411764705882,124.88970588235294,372.3,14,0.25753424657534246,11.175406296075009,49.0,2.0,51.0,8.0
84682,283,7.075,155.86602564102571,528.85,31,0.7753424657534247,12.484631578105367,55.0,6.0,61.0,24.0
84683,509,16.966666666666665,460.1022988505748,449.05,18,1.3945205479452054,21.449995311201697,94.0,10.0,104.0,42.0
84684,574,27.33333333333333,1284.8333333333337,583.1,17,1.5726027397260274,35.84457188101615,157.0,12.0,169.0,48.0
84685,359,6.648148148148148,61.5908455625437,786.25,46,0.9835616438356164,7.8479835348033,35.0,7.0,42.0,30.0
84686,344,9.297297297297296,347.54804804804803,654.54,33,0.9424657534246575,18.642640586785124,82.0,7.0,89.0,29.0
84687,292,5.615384615384615,131.30015082956265,961.4,43,0.8,11.458627789991377,51.0,6.0,57.0,24.0
84688,388,8.25531914893617,222.45513413506012,1025.0,39,1.063013698630137,14.914929907145394,66.0,8.0,74.0,32.0
84689,305,8.970588235294118,286.4536541889483,671.65,29,0.8356164383561644,16.924941778007636,74.0,6.0,80.0,26.0
84690,26,2.0,1.6666666666666663,206.7,12,0.07123287671232877,1.2909944487358054,6.0,1.0,7.0,3.0
84691,2616,14.533333333333331,1003.3564245810048,2036.4,124,7.167123287671233,31.675801877474306,139.0,51.0,190.0,216.0
84692,17299,23.44037940379404,1636.450307589914,6964.39,348,47.394520547945206,40.453063018638204,177.0,332.0,509.0,1422.0
84705A,14,2.0,1.0,65.10000000000001,5,0.038356164383561646,1.0,5.0,1.0,6.0,2.0
84705B,83,41.5,612.5,103.75,2,0.2273972602739726,24.748737341529164,109.0,2.0,111.0,7.0
84705C,160,26.666666666666668,2171.866666666667,213.6,5,0.4383561643835616,46.603290298718896,204.0,4.0,208.0,14.0
84705D,10,2.5,5.666666666666668,46.5,3,0.0273972602739726,2.380476142847617,11.0,1.0,12.0,1.0
84705F,8,1.6,0.3,37.2,4,0.021917808219178082,0.5477225575051661,3.0,1.0,4.0,1.0
84706A,136,22.666666666666668,961.4666666666666,307.2,6,0.3726027397260274,31.007525968168867,136.0,3.0,139.0,12.0
84706B,19,2.375,0.8392857142857143,170.04999999999998,8,0.052054794520547946,0.9161253813129043,4.0,1.0,5.0,2.0
84706C,84,21.0,204.66666666666663,170.8,4,0.23013698630136986,14.306175822583288,63.0,2.0,65.0,7.0
84706D,216,15.428571428571429,199.64835164835165,477.2,14,0.5917808219178082,14.129697507319527,62.0,5.0,67.0,18.0
84706F,33,1.9411764705882355,1.308823529411765,199.35,15,0.09041095890410959,1.1440382552221604,5.0,1.0,6.0,3.0
84707A,91,2.275,5.742948717948719,689.49,36,0.2493150684931507,2.396445016675475,11.0,2.0,13.0,8.0
84707B,47,2.136363636363636,5.647186147186147,357.66,22,0.12876712328767123,2.376380892699263,11.0,1.0,12.0,4.0
84708B,126,2.739130434782609,5.885990338164252,618.1,36,0.3452054794520548,2.426106003076587,11.0,3.0,14.0,11.0
84709A,21,1.75,0.5681818181818182,124.95,11,0.057534246575342465,0.7537783614444091,4.0,1.0,5.0,2.0
84709B,111,2.642857142857143,12.8205574912892,629.25,32,0.3041095890410959,3.5805806081261737,16.0,3.0,19.0,10.0
84711A,31,2.2142857142857144,0.9505494505494504,308.45,13,0.08493150684931507,0.9749612559222292,5.0,1.0,6.0,3.0
84711B,20,1.6666666666666667,0.606060606060606,199.0,11,0.0547945205479452,0.7784989441615229,4.0,1.0,5.0,2.0
84712B,67,1.8611111111111112,1.437301587301587,529.47,29,0.18356164383561643,1.1988751341576767,6.0,2.0,8.0,6.0
84715,232,5.948717948717949,9.786774628879892,684.4000000000001,35,0.6356164383561644,3.1283821104334253,14.0,5.0,19.0,20.0
84720,35,11.666666666666666,110.33333333333331,147.05,3,0.0958904109589041,10.503967504392486,46.0,1.0,47.0,3.0
84721,20,10.0,162.0,87.8,2,0.0547945205479452,12.727922061357855,56.0,1.0,57.0,2.0
84723,54,4.5,42.09090909090909,201.3,11,0.14794520547945206,6.487750695804293,29.0,2.0,31.0,5.0
84725,133,4.75,100.12037037037037,212.25,24,0.3643835616438356,10.006016708479471,44.0,3.0,47.0,11.0
84726,233,46.6,2425.8,394.85,4,0.6383561643835617,49.25241110849296,216.0,5.0,221.0,20.0
84731,3,1.0,0.0,3.69,3,0.00821917808219178,0.0,0.0,1.0,1.0,1.0
84732B,28,4.666666666666667,57.06666666666666,18.48,6,0.07671232876712329,7.554248252914824,33.0,1.0,34.0,3.0
84732D,15,2.5,10.3,10.89,6,0.0410958904109589,3.2093613071762426,15.0,1.0,16.0,2.0
84741C,180,3.75,9.42553191489362,351.0,42,0.4931506849315068,3.0701029160100837,14.0,4.0,18.0,15.0
84743C,9,1.8,0.7,11.25,5,0.024657534246575342,0.8366600265340756,4.0,1.0,5.0,1.0
84744,147,4.741935483870968,30.197849462365596,183.75,26,0.40273972602739727,5.49525699693523,24.0,3.0,27.0,13.0
84745A,72,4.235294117647059,8.816176470588236,30.24,13,0.19726027397260273,2.9692046865428856,13.0,2.0,15.0,6.0
84745B,83,4.611111111111111,7.428104575163398,34.86,15,0.2273972602739726,2.7254549299453474,12.0,2.0,14.0,7.0
84746,12,1.5,0.5714285714285714,45.0,6,0.03287671232876712,0.7559289460184544,4.0,1.0,5.0,1.0
84748,980,30.625,5099.532258064517,1231.8,27,2.684931506849315,71.411009361754,312.0,19.0,331.0,81.0
84750A,447,9.122448979591836,218.44302721088437,814.05,42,1.2246575342465753,14.779818240116635,65.0,9.0,74.0,37.0
84750B,564,10.254545454545454,184.89696969696976,956.64,43,1.5452054794520549,13.59768251199335,60.0,11.0,71.0,47.0
84751B,38,1.9,1.4631578947368424,115.86,18,0.10410958904109589,1.2096106376585989,6.0,1.0,7.0,4.0
84753A,85,5.666666666666667,18.95238095238096,72.25,14,0.2328767123287671,4.3534332373864375,20.0,2.0,22.0,7.0
84754,1958,11.724550898203592,367.8995743452853,2338.06,129,5.364383561643836,19.18070839008,84.0,38.0,122.0,161.0
84755,39259,35.241472172351884,5332.796086240456,23598.51,524,107.55890410958904,73.02599596198915,319.0,753.0,1072.0,3227.0
84757,5,1.25,0.25,74.75,4,0.0136986301369863,0.5,3.0,1.0,4.0,1.0
84760L,560,560.0,0.0,896.0,1,1.5342465753424657,0.0,0.0,11.0,11.0,47.0
84760S,197,7.88,27.44333333333333,285.65,24,0.5397260273972603,5.238638499966697,23.0,4.0,27.0,17.0
84761,245,5.326086956521739,19.113526570048307,613.9499999999999,33,0.6712328767123288,4.371901939665197,20.0,5.0,25.0,21.0
84762A,54,2.25,5.413043478260869,474.9,24,0.14794520547945206,2.3265948246871155,11.0,2.0,13.0,5.0
84762B,82,3.9047619047619047,17.29047619047619,574.3000000000001,19,0.22465753424657534,4.158181837110565,19.0,2.0,21.0,7.0
84762C,78,4.333333333333333,11.64705882352941,531.3,18,0.2136986301369863,3.412778753967126,15.0,2.0,17.0,7.0
84763,1467,9.845637583892618,207.80709232722663,1778.27,106,4.019178082191781,14.415515680239352,63.0,29.0,92.0,121.0
84765,7,1.75,0.9166666666666666,89.25,4,0.019178082191780823,0.9574271077563381,5.0,1.0,6.0,1.0
84766,200,7.407407407407407,54.635327635327634,638.0,24,0.547945205479452,7.391571391478786,33.0,4.0,37.0,17.0
84767,193,48.25,8556.916666666666,783.7,4,0.5287671232876713,92.50360353341196,404.0,4.0,408.0,16.0
84770,135,8.4375,58.79583333333333,419.25000000000006,14,0.3698630136986301,7.667844112482552,34.0,3.0,37.0,12.0
84773,187,3.978723404255319,10.108233117483811,551.6500000000001,34,0.5123287671232877,3.1793447622873194,14.0,4.0,18.0,16.0
84782A,119,4.576923076923077,20.973846153846157,840.45,24,0.32602739726027397,4.579721187348216,20.0,3.0,23.0,10.0
84782B,10,1.6666666666666667,1.4666666666666666,127.5,6,0.0273972602739726,1.2110601416389966,6.0,1.0,7.0,1.0
84782C,74,4.111111111111111,11.516339869281047,509.9,18,0.20273972602739726,3.393573318683574,15.0,2.0,17.0,7.0
84789,432,3.857142857142857,29.13256113256112,1464.0,81,1.1835616438356165,5.397458766175164,24.0,9.0,33.0,36.0
84791,296,3.9466666666666663,11.240360360360356,863.6000000000001,66,0.810958904109589,3.3526646656592956,15.0,6.0,21.0,25.0
84792,2201,5.0136674259681095,106.64364839142516,9326.33,248,6.03013698630137,10.326841162302495,46.0,43.0,89.0,181.0
84795A,194,3.4035087719298245,17.137844611528823,1458.3000000000002,34,0.5315068493150685,4.1397879911329785,19.0,4.0,23.0,16.0
84795B,283,3.409638554216868,13.976491331178371,2135.85,56,0.7753424657534247,3.738514588867933,17.0,6.0,23.0,24.0
84795C,294,2.7735849056603774,10.367295597484285,2253.3,70,0.8054794520547945,3.219828504359244,15.0,6.0,21.0,25.0
84795D,179,2.452054794520548,5.556697108066971,1387.05,53,0.4904109589041096,2.3572647513732883,11.0,4.0,15.0,15.0
84795E,10,1.6666666666666667,0.6666666666666666,79.5,3,0.0273972602739726,0.816496580927726,4.0,1.0,5.0,1.0
84796A,150,6.0,85.50000000000001,856.5,23,0.410958904109589,9.246621004453466,41.0,3.0,44.0,13.0
84796B,230,7.1875,79.83467741935482,1645.3,28,0.6301369863013698,8.935025317219578,40.0,5.0,45.0,19.0
84797A,349,13.96,349.70666666666665,1883.55,21,0.9561643835616438,18.700445627488843,82.0,7.0,89.0,29.0
84797B,310,12.916666666666666,271.12318840579707,1654.5,22,0.8493150684931506,16.46581878941333,72.0,6.0,78.0,26.0
84798A,186,20.666666666666668,2149.0000000000005,409.50000000000006,9,0.5095890410958904,46.35730794599704,203.0,4.0,207.0,16.0
84798B,322,35.77777777777778,2480.6944444444443,482.7000000000001,8,0.8821917808219178,49.80657029393255,218.0,7.0,225.0,27.0
84798C,16,5.333333333333333,1.3333333333333337,40.8,3,0.043835616438356165,1.1547005383792517,6.0,1.0,7.0,2.0
84799,667,23.0,364.0714285714285,515.03,26,1.8273972602739725,19.080655873722698,84.0,13.0,97.0,55.0
84800L,647,17.486486486486488,382.3123123123123,964.43,32,1.7726027397260273,19.552808297334487,86.0,13.0,99.0,54.0
84800M,249,9.576923076923077,71.69384615384615,355.53000000000003,25,0.6821917808219178,8.467221867522202,37.0,5.0,42.0,21.0
84800S,388,20.42105263157895,1092.4795321637423,292.04,19,1.063013698630137,33.05267813905164,145.0,8.0,153.0,32.0
84801A,272,18.133333333333333,748.4095238095239,427.44000000000005,14,0.7452054794520548,27.357074474613032,120.0,6.0,126.0,23.0
84801B,202,12.625,267.1833333333333,319.8,14,0.5534246575342465,16.345743584595144,72.0,4.0,76.0,17.0
84802A,171,8.142857142857142,51.72857142857144,288.99,21,0.4684931506849315,7.192257742084292,32.0,4.0,36.0,15.0
84802B,405,25.3125,2143.0291666666667,379.65,16,1.1095890410958904,46.29286302084444,203.0,8.0,211.0,34.0
84803A,109,6.8125,16.695833333333336,184.21,16,0.29863013698630136,4.086053515720681,18.0,3.0,21.0,9.0
84803B,40,4.0,10.888888888888888,67.6,10,0.1095890410958904,3.2998316455372216,15.0,1.0,16.0,4.0
84804A,215,12.647058823529411,515.9926470588235,387.53,15,0.589041095890411,22.715471535031437,100.0,5.0,105.0,18.0
84804B,355,17.75,792.513157894737,501.9700000000001,17,0.9726027397260274,28.15161021850681,123.0,7.0,130.0,30.0
84805A,145,20.714285714285715,1119.5714285714282,205.35,7,0.3972602739726027,33.45999743830576,147.0,3.0,150.0,12.0
84805B,339,42.375,2021.696428571429,547.6500000000001,7,0.9287671232876712,44.96327866794668,197.0,7.0,204.0,28.0
84806A,319,15.95,209.8394736842105,261.91,19,0.873972602739726,14.485837003232174,64.0,7.0,71.0,27.0
84806B,433,14.433333333333334,163.7022988505747,543.37,28,1.1863013698630136,12.794619918175556,56.0,9.0,65.0,36.0
84807,233,33.285714285714285,3717.571428571428,215.93,7,0.6383561643835617,60.9718904789037,267.0,5.0,272.0,20.0
84809A,259,14.38888888888889,278.4869281045752,439.14,18,0.7095890410958904,16.687927615632063,73.0,5.0,78.0,22.0
84809B,296,37.0,2329.1428571428573,351.6,7,0.810958904109589,48.26119411227676,211.0,6.0,217.0,25.0
84813,379,5.492753623188406,73.63597612958226,2722.47,53,1.0383561643835617,8.58114072426168,38.0,8.0,46.0,32.0
84814A,1,1.0,0.0,1.95,1,0.0027397260273972603,0.0,0.0,1.0,1.0,1.0
84814B,6,3.0,2.0,11.7,2,0.01643835616438356,1.4142135623730951,7.0,1.0,8.0,1.0
84815,906,25.166666666666668,18014.54285714286,1022.5,34,2.4821917808219176,134.21826573586347,586.0,18.0,604.0,75.0
84816,31,1.7222222222222223,0.918300653594771,1198.45,18,0.08493150684931507,0.9582800496696,5.0,1.0,6.0,3.0
84817,1051,13.474358974358974,481.44738594738607,920.64,70,2.8794520547945206,21.941909350541625,96.0,21.0,117.0,87.0
84818,1691,11.052287581699346,179.87882696938425,2122.61,122,4.632876712328767,13.411891252518574,59.0,33.0,92.0,139.0
84819,907,9.648936170212766,301.71413864104335,1359.79,82,2.484931506849315,17.369920513377238,76.0,18.0,94.0,75.0
84820,317,6.469387755102041,141.3792517006802,828.15,46,0.8684931506849315,11.890300740548163,52.0,7.0,59.0,27.0
84821,1306,19.205882352941178,414.6435469710273,722.5,50,3.578082191780822,20.36279811251458,89.0,26.0,115.0,108.0
84823,120,4.137931034482759,12.408866995073891,1210.0,29,0.3287671232876712,3.5226221760322085,16.0,3.0,19.0,10.0
84824,33,1.2222222222222223,0.4102564102564103,513.55,23,0.09041095890410959,0.6405126152203485,3.0,1.0,4.0,3.0
84826,1731,33.28846153846154,947.307315233786,866.53,48,4.742465753424658,30.778357903464993,135.0,34.0,169.0,143.0
84827,1025,34.166666666666664,1048.1436781609195,488.49,23,2.808219178082192,32.37504715303005,142.0,20.0,162.0,85.0
84828,2298,9.778723404255318,122.85681032915076,2826.81,146,6.295890410958904,11.084079137625766,49.0,45.0,94.0,189.0
84830,113,16.142857142857142,1370.8095238095236,1195.15,7,0.3095890410958904,37.02444494937802,162.0,3.0,165.0,10.0
84832,6166,13.611479028697572,255.9018148430329,5127.219999999999,281,16.893150684931506,15.996931419588973,70.0,119.0,189.0,507.0
84836,19328,15.23089046493302,912.2991712096,23331.43,662,52.95342465753425,30.204290609276025,132.0,371.0,503.0,1589.0
84837,239,1.7835820895522387,3.8099539894512393,2915.25,109,0.6547945205479452,1.9519103435996334,9.0,5.0,14.0,20.0
84838,49,16.333333333333332,616.3333333333333,304.0,3,0.13424657534246576,24.826061575153908,109.0,1.0,110.0,5.0
84839,1478,4.198863636363637,231.67544030044036,8201.7,219,4.049315068493151,15.220888288810228,67.0,29.0,96.0,122.0
84840,263,2.0873015873015874,2.2083174603174607,2194.7,110,0.7205479452054795,1.4860408676471386,7.0,6.0,13.0,22.0
84842,1495,57.5,38041.38,675.05,22,4.095890410958904,195.04199547789702,852.0,29.0,881.0,123.0
84843,247,2.839080459770115,22.578454958567228,1376.05,66,0.6767123287671233,4.751679172520723,21.0,5.0,26.0,21.0
84845A,1,1.0,0.0,1.25,1,0.0027397260273972603,0.0,0.0,1.0,1.0,1.0
84845C,42,3.0,2.153846153846154,52.5,14,0.11506849315068493,1.4675987714106857,7.0,1.0,8.0,4.0
84845D,41,3.727272727272727,12.418181818181818,51.25,11,0.11232876712328767,3.5239440713753982,16.0,1.0,17.0,4.0
84846A,232,5.523809523809524,17.767711962833914,487.2000000000001,39,0.6356164383561644,4.215176385732145,19.0,5.0,24.0,20.0
84847,2315,62.567567567567565,65177.9189189189,1043.01,32,6.342465753424658,255.29966494086688,1115.0,45.0,1160.0,191.0
84849A,430,6.231884057971015,141.85720375106555,700.78,52,1.178082191780822,11.910382183249434,52.0,9.0,61.0,36.0
84849B,1819,8.013215859030836,235.9246033293049,2932.99,123,4.983561643835617,15.359837347097947,68.0,35.0,103.0,150.0
84849D,1518,6.657894736842105,212.62253651750515,2484.78,122,4.158904109589041,14.58158209926156,64.0,30.0,94.0,125.0
84854,280,4.827586206896552,43.79431336963096,1302.0,42,0.7671232876712328,6.617727205742993,29.0,6.0,35.0,24.0
84855,31,2.583333333333333,2.265151515151515,153.45000000000002,10,0.08493150684931507,1.5050420310248864,7.0,1.0,8.0,3.0
84856L,211,3.836363636363637,29.287542087542093,1177.45,46,0.5780821917808219,5.411796567457252,24.0,5.0,29.0,18.0
84856S,457,15.758620689655173,1563.118226600985,1802.49,25,1.252054794520548,39.53628999540783,173.0,9.0,182.0,38.0
84857A,8,2.6666666666666665,4.333333333333333,68.0,2,0.021917808219178082,2.0816659994661326,10.0,1.0,11.0,1.0
84857B,24,24.0,0.0,46.8,1,0.06575342465753424,0.0,0.0,1.0,1.0,2.0
84857C,193,13.785714285714286,123.41208791208796,402.55,13,0.5287671232876713,11.109099329472572,49.0,4.0,53.0,16.0
84858A,52,7.428571428571429,219.6190476190476,116.7,7,0.14246575342465753,14.819549507965739,65.0,1.0,66.0,5.0
84858B,326,36.22222222222222,1910.1944444444443,431.0,8,0.8931506849315068,43.70577129446916,191.0,7.0,198.0,27.0
84858C,344,12.74074074074074,958.4301994301992,575.7,22,0.9424657534246575,30.958523857416058,136.0,7.0,143.0,29.0
84859A,284,5.461538461538462,59.93966817496226,560.76,40,0.7780821917808219,7.742071310376976,34.0,6.0,40.0,24.0
84859B,279,18.6,2562.1142857142863,417.43,14,0.7643835616438356,50.617331870756345,221.0,6.0,227.0,23.0
84859C,302,7.947368421052632,267.0241820768137,542.64,29,0.8273972602739726,16.34087458114815,72.0,6.0,78.0,25.0
84864A,4,1.3333333333333333,0.3333333333333333,27.0,3,0.010958904109589041,0.5773502691896257,3.0,1.0,4.0,1.0
84865,64,1.7297297297297298,2.7582582582582584,449.65,26,0.17534246575342466,1.6608004871923232,8.0,2.0,10.0,6.0
84867A,15,5.0,37.0,92.25,3,0.0410958904109589,6.082762530298219,27.0,1.0,28.0,2.0
84868A,2,1.0,0.0,13.9,2,0.005479452054794521,0.0,0.0,1.0,1.0,1.0
84868B,5,1.25,0.25,34.75,4,0.0136986301369863,0.5,3.0,1.0,4.0,1.0
84869,295,14.047619047619047,476.8476190476191,631.25,18,0.8082191780821918,21.836840866929883,96.0,6.0,102.0,25.0
84870B,54,2.347826086956522,3.328063241106719,202.5,22,0.14794520547945206,1.8242980132387139,8.0,2.0,10.0,5.0
84870C,54,2.571428571428572,3.8571428571428568,202.5,21,0.14794520547945206,1.9639610121239313,9.0,2.0,11.0,5.0
84872A,7,1.1666666666666667,0.1666666666666666,118.65,6,0.019178082191780823,0.40824829046386296,2.0,1.0,3.0,1.0
84873A,6,1.2,0.2,101.7,5,0.01643835616438356,0.4472135954999579,2.0,1.0,3.0,1.0
84874B,78,2.689655172413793,7.9359605911330044,128.7,26,0.2136986301369863,2.8170837032528877,13.0,2.0,15.0,7.0
84875A,15,1.3636363636363635,0.4545454545454545,56.25,10,0.0410958904109589,0.674199862463242,3.0,1.0,4.0,2.0
84875B,367,10.485714285714286,52.66890756302521,476.25,16,1.0054794520547945,7.257334742384783,32.0,8.0,40.0,31.0
84875D,371,10.027027027027026,46.8048048048048,483.75,17,1.0164383561643835,6.841403715963911,30.0,8.0,38.0,31.0
