stockcode,total_quantity_sold,average_demand,demand_variance,total_product_revenue,unique_customers
84767,193,48.25,8556.916666666666,783.7,4
84770,135,8.4375,58.79583333333333,419.25000000000006,14
84773,187,3.978723404255319,10.108233117483811,551.6500000000001,34
84782A,119,4.576923076923077,20.973846153846154,840.45,24
84782B,10,1.6666666666666667,1.4666666666666666,127.5,6
84782C,74,4.111111111111111,11.516339869281047,509.9,18
84789,432,3.857142857142857,29.13256113256112,1464.0,81
84791,296,3.9466666666666668,11.240360360360357,863.6000000000001,66
84792,2201,5.0136674259681095,106.64364839142516,9326.33,248
84795A,194,3.4035087719298245,17.137844611528823,1458.3000000000002,34
84795B,283,3.4096385542168677,13.976491331178373,2135.85,56
84795C,294,2.7735849056603774,10.367295597484283,2253.3,70
84795D,179,2.452054794520548,5.556697108066971,1387.05,53
84795E,10,1.6666666666666667,0.6666666666666666,79.5,3
84796A,150,6.0,85.50000000000001,856.5,23
84796B,230,7.1875,79.83467741935482,1645.3,28
84797A,349,13.96,349.70666666666665,1883.55,21
84797B,310,12.916666666666666,271.12318840579707,1654.5,22
84798A,186,20.666666666666668,2149.0000000000005,409.50000000000006,9
84798B,322,35.77777777777778,2480.6944444444443,482.70000000000005,8
84798C,16,5.333333333333333,1.3333333333333335,40.8,3
84799,667,23.0,364.0714285714285,515.03,26
84800L,647,17.486486486486488,382.3123123123123,964.4300000000001,32
84800M,249,9.576923076923077,71.69384615384615,355.53000000000003,25
84800S,388,20.42105263157895,1092.4795321637423,292.03999999999996,19
84801A,272,18.133333333333333,748.4095238095239,427.44000000000005,14
84801B,202,12.625,267.1833333333333,319.8,14
84802A,171,8.142857142857142,51.728571428571435,288.99,21
84802B,405,25.3125,2143.0291666666667,379.65000000000003,16
84803A,109,6.8125,16.695833333333336,184.21,16
84803B,40,4.0,10.888888888888888,67.6,10
84804A,215,12.647058823529411,515.9926470588235,387.53000000000003,15
84804B,355,17.75,792.513157894737,501.9700000000001,17
84805A,145,20.714285714285715,1119.5714285714282,205.35,7
84805B,339,42.375,2021.6964285714287,547.6500000000001,7
84806A,319,15.95,209.8394736842105,261.90999999999997,19
84806B,433,14.433333333333334,163.7022988505747,543.37,28
84807,233,33.285714285714285,3717.571428571428,215.93,7
84809A,259,14.38888888888889,278.48692810457516,439.14,18
84809B,296,37.0,2329.1428571428573,351.6,7
84813,379,5.492753623188406,73.63597612958226,2722.47,53
84814A,1,1.0,0.0,1.95,1
84814B,6,3.0,2.0,11.7,2
84815,906,25.166666666666668,18014.54285714286,1022.5,34
84816,31,1.7222222222222223,0.918300653594771,1198.45,18
84817,1051,13.474358974358974,481.44738594738607,920.64,70
84818,1691,11.052287581699346,179.87882696938425,2122.61,122
84819,907,9.648936170212766,301.71413864104335,1359.79,82
84820,317,6.469387755102041,141.37925170068021,828.15,46
84821,1306,19.205882352941178,414.6435469710273,722.5,50
84823,120,4.137931034482759,12.408866995073893,1210.0,29
84824,33,1.2222222222222223,0.4102564102564103,513.55,23
84826,1731,33.28846153846154,947.3073152337859,866.53,48
84827,1025,34.166666666666664,1048.1436781609195,488.49,23
84828,2298,9.778723404255318,122.85681032915076,2826.81,146
84830,113,16.142857142857142,1370.8095238095236,1195.15,7
84832,6166,13.611479028697572,255.9018148430329,5127.219999999999,281
84836,19328,15.230890464933019,912.2991712095999,23331.43,662
84837,239,1.7835820895522387,3.8099539894512393,2915.25,109
84838,49,16.333333333333332,616.3333333333333,304.0,3
84839,1478,4.198863636363637,231.67544030044033,8201.7,219
84840,263,2.0873015873015874,2.2083174603174607,2194.7,110
84842,1495,57.5,38041.38,675.05,22
84843,247,2.839080459770115,22.578454958567228,1376.05,66
84845A,1,1.0,0.0,1.25,1
84845C,42,3.0,2.153846153846154,52.5,14
84845D,41,3.727272727272727,12.418181818181818,51.25,11
84846A,232,5.523809523809524,17.767711962833914,487.20000000000005,39
84847,2315,62.567567567567565,65177.9189189189,1043.01,32
84849A,430,6.231884057971015,141.85720375106555,700.78,52
84849B,1819,8.013215859030836,235.9246033293049,2932.99,123
84849D,1518,6.657894736842105,212.62253651750513,2484.78,122
84854,280,4.827586206896552,43.794313369630956,1302.0,42
84855,31,2.5833333333333335,2.265151515151515,153.45000000000002,10
84856L,211,3.8363636363636364,29.287542087542093,1177.45,46
84856S,457,15.758620689655173,1563.118226600985,1802.49,25
84857A,8,2.6666666666666665,4.333333333333333,68.0,2
84857B,24,24.0,0.0,46.8,1
84857C,193,13.785714285714286,123.41208791208796,402.54999999999995,13
84858A,52,7.428571428571429,219.61904761904762,116.7,7
84858B,326,36.22222222222222,1910.1944444444443,431.0,8
84858C,344,12.74074074074074,958.4301994301993,575.7,22
84859A,284,5.461538461538462,59.939668174962264,560.76,40
84859B,279,18.6,2562.1142857142863,417.43,14
84859C,302,7.947368421052632,267.0241820768137,542.64,29
84864A,4,1.3333333333333333,0.3333333333333333,27.0,3
84865,64,1.7297297297297298,2.7582582582582584,449.65,26
84867A,15,5.0,37.0,92.25,3
84868A,2,1.0,0.0,13.9,2
84868B,5,1.25,0.25,34.75,4
84869,295,14.047619047619047,476.8476190476191,631.25,18
84870B,54,2.347826086956522,3.328063241106719,202.5,22
84870C,54,2.5714285714285716,3.8571428571428568,202.5,21
84872A,7,1.1666666666666667,0.16666666666666669,118.65,6
84873A,6,1.2,0.2,101.69999999999999,5
84874B,78,2.689655172413793,7.9359605911330044,128.7,26
84875A,15,1.3636363636363635,0.4545454545454545,56.25,10
84875B,367,10.485714285714286,52.66890756302521,476.25,16
84875D,371,10.027027027027026,46.804804804804796,483.75,17
84876B,327,11.678571428571429,204.0039682539682,423.75,22
84876C,7,1.75,2.25,26.25,4
84876D,324,11.571428571428571,121.21693121693121,547.5,24
84877A,46,3.2857142857142856,16.989010989010985,142.5,14
84877B,227,15.133333333333333,126.83809523809524,296.25,13
84877D,101,6.733333333333333,83.63809523809525,173.75,14
84879,78234,29.061664190193166,9767.753163784624,124351.86,1010
84880,1668,5.069908814589666,141.94936615019637,9227.800000000001,185
84881,50,2.272727272727273,0.7792207792207793,317.5,21
84882,55,2.037037037037037,1.267806267806268,206.25,22
84884A,1654,6.148698884758364,361.7987016589914,5817.66,195
84886,11,1.375,0.2678571428571429,109.44999999999999,8
84891B,7,1.4,0.3,55.65,5
84893,33,2.2,5.171428571428572,186.35000000000002,12
84898F,154,3.276595744680851,6.552266419981498,323.40000000000003,37
84899E,46,3.2857142857142856,8.989010989010989,57.5,11
84899F,86,3.739130434782609,13.474308300395258,107.5,20
84901,98,1.75,0.7727272727272727,365.34,44
84902,58,1.7575757575757576,1.5643939393939392,215.34,28
84905,151,7.55,74.5763157894737,392.25,19
84906,58,3.2222222222222223,4.77124183006536,277.1,14
84907,365,26.071428571428573,2776.0714285714294,820.0500000000001,12
84908A,387,55.285714285714285,3730.571428571428,769.65,4
84908B,385,77.0,3533.0,755.75,2
84909A,208,7.172413793103448,146.29064039408868,2784.8,24
84910A,412,10.3,2216.266666666668,1058.2,37
84912A,891,9.091836734693878,3641.4244687565742,2291.25,59
84912B,870,10.116279069767442,4146.692202462378,2212.5,56
84913A,110,3.4375,5.737903225806451,511.5,26
84913B,104,3.466666666666667,3.085057471264368,483.6,27
84914A,3,1.5,0.5,77.85,2
84915,208,11.555555555555555,584.0261437908495,335.5,15
84916,230,7.666666666666667,326.0919540229886,514.5,28
84917,183,10.764705882352942,78.31617647058825,477.85,16
84918,113,6.647058823529412,141.61764705882356,425.35,15
84919,260,12.380952380952381,1245.6476190476192,1407.0,20
84920,145,2.685185185185185,1.9556254367575123,537.35,43
84921,27,1.9285714285714286,2.071428571428571,101.25,13
84922,335,33.5,8778.055555555557,748.75,9
84923,9,1.8,1.7000000000000002,76.5,5
84924A,117,2.5434782608695654,3.7202898550724632,449.88,41
84924D,760,63.333333333333336,20787.696969696965,246.0,11
84924F,973,121.625,48928.55357142857,259.15,8
84925A,177,11.8,1344.8857142857141,328.95,14
84925C,28,2.8,6.177777777777778,71.39999999999999,10
84925D,452,17.384615384615383,3041.206153846154,677.4499999999999,24
84925E,75,25.0,1657.0,130.05,3
84925F,711,22.93548387096774,3108.862365591398,857.9300000000001,29
84926A,651,15.5,187.76829268292684,265.59,29
84926B,54,5.4,44.93333333333333,67.5,8
84926C,125,6.578947368421052,16.25730994152047,156.25,17
84926D,762,19.53846153846154,476.0445344129555,337.89,29
84926E,1077,22.4375,618.251329787234,461.63,40
84926F,465,15.5,368.3275862068964,230.5,24
84927A,218,8.72,367.87666666666655,124.17,22
84927D,949,39.541666666666664,14615.824275362316,194.61,22
84927E,489,19.56,2710.9233333333336,203.34,22
84927F,324,6.113207547169812,59.33309143686501,227.25,44
84929,2928,32.53333333333333,1876.6561797752809,915.12,82
84931A,146,3.106382978723404,5.1840888066605,369.6,42
84931B,219,4.211538461538462,19.6210407239819,553.05,44
84932A,262,10.916666666666666,258.25362318840575,602.6,22
84932B,189,11.117647058823529,321.3602941176471,401.3,17
84932C,282,8.294117647058824,30.638146167557935,615.4,31
84932D,237,12.473684210526315,311.15204678362574,540.75,16
84933A,131,21.833333333333332,1352.9666666666667,314.34999999999997,5
84933B,136,22.666666666666668,1329.4666666666667,309.15,5
84933C,136,22.666666666666668,1127.8666666666668,317.0,6
84934,684,57.0,3584.3636363636365,581.4,12
84937,2486,29.951807228915662,5710.875697913607,4827.82,50
84942,3,1.0,0.0,5.07,3
84944,911,6.033112582781457,77.03222958057394,2493.75,122
84945,21125,35.68412162162162,3520.5954834911076,16833.35,344
84946,31553,23.61751497005988,1153.8573409361065,36716.86,641
84947,15028,26.045060658578855,1826.282688234161,17162.93,312
84948,268,7.882352941176471,30.713012477718348,442.2,28
84949,11635,18.705787781350484,1172.7683722447464,18001.35,330
84950,5610,25.27027027027027,15030.72300354655,3677.1400000000003,156
84951A,461,10.021739130434783,139.48840579710148,488.72,37
84951B,366,8.926829268292684,134.46951219512192,400.04,31
84952A,84,6.0,46.46153846153845,249.11,13
84952B,311,14.80952380952381,558.0619047619049,485.36,15
84952C,343,13.72,540.21,601.65,18
84962,3,1.5,0.5,179.85000000000002,2
84963A,22,2.75,6.214285714285714,713.4000000000001,8
84963B,18,3.0,7.6,591.5,5
84964A,11,5.5,40.5,630.0,2
84964B,17,8.5,112.5,990.0,2
84965A,20,6.666666666666667,54.33333333333333,1050.0,2
84965B,27,6.75,48.25,1359.95,3
84966A,12,4.0,13.0,176.0,3
84966B,33,8.25,56.916666666666664,428.0,3
84966C,23,11.5,112.5,276.0,1
84967A,2,1.0,0.0,94.95,2
84967B,23,2.3,2.677777777777778,1169.5,8
84967C,9,2.25,6.25,419.85,3
84968A,351,3.0,19.10344827586207,4302.45,66
84968B,280,3.5,22.177215189873422,3471.0,51
84968C,354,3.649484536082474,115.39669243986253,4254.299999999999,64
84968D,341,5.779661016949152,263.9333722969024,3983.37,45
84968E,315,5.080645161290323,133.22289793759919,3682.8599999999997,41
84968F,155,2.3846153846153846,11.584134615384615,1933.05,52
84969,645,3.8392857142857144,11.213537211291706,2755.49,100
84970L,16445,19.86111111111111,1114.2092234314107,15241.51,463
84970S,25389,22.077391304347827,1177.2829522836498,19821.96,616
84971L,568,12.909090909090908,447.47991543340373,680.36,37
84971S,6206,18.69277108433735,835.8630291558983,5053.259999999999,180
84972L,112,2.5454545454545454,2.997885835095137,442.40000000000003,41
84974,89,1.5344827586206897,1.0601935874168176,879.55,52
84975,1923,11.378698224852071,493.224781628628,3041.07,115
84976,652,15.523809523809524,615.6213704994192,656.9,40
84977,220,5.365853658536586,9.587804878048777,275.0,34
84978,19012,17.267938237965485,494.65996201800016,22079.739999999998,525
84984A,265,16.5625,1348.6624999999997,450.25,12
84984B,322,20.125,2408.25,541.3,13
84984C,227,18.916666666666668,1440.0833333333335,341.55,11
84984D,152,10.133333333333333,628.2666666666665,328.0,14
84985A,578,4.776859504132231,42.22479338842974,838.0999999999999,95
84985B,122,6.421052631578948,72.36842105263158,176.89999999999998,12
84986B,415,6.102941176470588,41.58625987708517,601.75,58
84987,7832,12.123839009287925,541.1443300453591,11012.88,406
84988,7595,12.210610932475884,423.7124154071584,10729.4,379
84989A,2066,16.661290322580644,4303.152635719906,1027.1,95
84989B,985,21.41304347826087,1073.8478260869565,479.34999999999997,34
84990,4201,25.15568862275449,3463.9033258783656,2006.23,112
84991,52828,29.138444567015995,4168.433913031836,25785.92,822
84992,33936,27.930864197530862,7172.601476600139,16178.47,614
84993A,1343,10.5748031496063,130.40507436570428,564.06,88
84993B,521,6.766233766233766,102.04989747095019,218.82,57
84997A,5093,9.293795620437956,396.6648974499262,18834.65,278
84997B,8905,9.433262711864407,437.6986167029135,32788.13,433
84997C,8531,9.553191489361701,717.3057437267431,31521.77,426
84997D,10284,10.202380952380953,750.4336785359626,38082.82,431
85006,3047,87.05714285714286,114211.34957983193,1280.45,32
85007,139,6.95,48.57631578947369,376.35,16
85008,259,2.8777777777777778,19.636579275905127,961.8,77
85014A,4566,7.11214953271028,1610.7019114409431,21174.690000000002,361
85014B,6018,7.579345088161209,1439.8001276916075,29235.27,437
85014C,539,8.292307692307693,877.6475961538462,2167.85,55
85014D,1912,22.232558139534884,9568.368809849517,6607.6,73
85015,2709,18.8125,959.4121503496506,2250.87,133
85016,1450,20.714285714285715,2362.2939958592133,1457.3999999999999,60
85017A,924,17.11111111111111,1808.62893081761,599.64,45
85017B,1859,15.621848739495798,949.8981626548924,1080.99,98
85017C,931,16.051724137931036,1684.400786448881,590.11,44
85018A,15,1.5,1.1666666666666667,63.75,10
85018B,15,1.5,2.5,63.75,10
85018C,36,9.0,196.66666666666666,127.2,4
85018D,762,12.095238095238095,260.184331797235,901.5,57
85019A,639,15.585365853658537,574.298780487805,876.75,37
85019B,704,19.555555555555557,629.7968253968253,940.0,31
85019C,421,18.304347826086957,968.7667984189727,634.25,18
85020,224,5.090909090909091,51.479915433403825,470.4,36
85023A,22,2.2,2.8444444444444446,56.099999999999994,9
85023B,292,7.891891891891892,256.5990990990992,679.8000000000001,32
85023C,23,1.9166666666666667,0.9924242424242423,58.64999999999999,10
85024A,1,1.0,0.0,1.65,1
85024B,218,10.380952380952381,951.6476190476193,330.90000000000003,19
85024C,99,2.2,4.527272727272727,163.35,33
85025B,525,7.720588235294118,316.11479367866554,837.45,55
85025C,642,6.903225806451613,271.5666199158485,1029.1,73
85026B,161,8.05,29.10263157894737,136.85,20
85027L,190,4.75,32.65384615384614,538.5,36
85028L,269,10.76,815.1066666666667,621.75,22
85028S,429,13.0,723.9375000000003,646.65,29
85030,211,7.275862068965517,130.7068965517241,531.4499999999999,26
85031A,386,10.157894736842104,426.7852062588905,634.2,36
85031B,408,15.692307692307692,621.4215384615385,598.8,25
85031C,343,12.25,550.7129629629629,543.45,23
85032A,1383,11.720338983050848,696.6305229610313,1200.55,103
85032B,929,8.764150943396226,274.7343216531896,846.0,95
85032C,793,7.851485148514851,275.16772277227733,772.1,85
85032D,1008,11.076923076923077,321.5829059829059,1063.06,89
85033G,201,11.166666666666666,151.55882352941177,225.55,16
85033S,242,6.05,56.86923076923078,252.2,34
85034A,819,7.0,89.68965517241381,2145.11,92
85034B,1105,9.778761061946902,102.83454487989891,2232.73,95
85034C,1237,7.496969696969697,75.94663710273461,2223.73,130
85035A,613,3.8797468354430378,35.367612674352976,2112.17,113
85035B,916,9.346938775510203,996.0639596044601,2242.12,75
85035C,1302,7.482758620689655,521.2453657564283,2470.82,129
85036A,605,3.7577639751552794,30.284704968944094,2293.17,117
85036B,588,7.443037974683544,140.19863680623172,1498.06,70
85036C,862,7.008130081300813,415.9425563108089,1575.68,99
85038,2502,8.510204081632653,287.89579995820844,4935.76,191
85039A,1117,12.411111111111111,351.1436953807739,1095.35,61
85039B,1255,11.205357142857142,345.4439350064349,1488.43,84
85039C,413,10.58974358974359,351.93252361673404,267.96999999999997,27
85040A,1905,5.7902735562310035,48.64185632737787,3131.09,193
85040B,2415,10.189873417721518,723.12904956018,3703.95,132
85041,1818,22.170731707317074,8441.056910569107,2397.7799999999997,64
85042,2668,9.36140350877193,204.72456140350874,12081.0,142
85043,1,1.0,0.0,4.95,1
85044,131,5.038461538461538,38.35846153846153,605.75,26
85045,457,6.347222222222222,214.5115414710485,2102.55,60
85047,994,4.848780487804878,40.43290291726446,6043.099999999999,137
85048,2525,5.778032036613272,54.971259420989696,18618.75,309
85049A,5802,10.090434782608696,339.6120163611574,7171.83,387
85049B,2092,6.5579937304075235,94.92665759744479,2585.36,224
85049C,2927,6.254273504273504,75.1664699207525,3630.32,303
85049D,2283,6.0237467018469655,81.3142494171518,2826.39,263
85049E,5933,8.487839771101573,153.05536767629576,7427.48,434
85049F,2074,6.913333333333333,106.0459754738015,2565.14,206
85049G,3761,7.95137420718816,231.4446644211131,4570.5,288
85049H,1627,7.602803738317757,136.93539116317834,1653.3,154
85050,48,48.0,0.0,100.8,1
85053,1845,6.519434628975265,96.83915996291005,3667.29,185
85054,843,5.171779141104294,27.7974702719079,2083.9100000000003,107
85055,316,3.95,17.82025316455696,1130.6,62
85059,536,3.7222222222222223,14.621600621600626,1655.31,108
85060,1391,18.7972972972973,921.45149944465,1638.43,53
85061W,5858,17.02906976744186,1668.9437588989078,4714.5199999999995,201
85062,3648,12.936170212765957,322.4656621488608,5792.07,172
85063,275,1.8333333333333333,2.569351230425055,4455.25,104
85064,1538,6.435146443514644,1143.5325410498926,6897.62,172
85065,582,2.5086206896551726,15.298626660695628,6734.5,162
85066,2948,3.6039119804400976,85.71073131170456,35264.729999999996,471
85067,472,3.0451612903225804,114.13431085043989,7417.259999999999,110
85068,922,5.268571428571429,395.01366174055835,6097.56,130
85069,3,3.0,0.0,50.85,1
85070,3,1.0,0.0,320.0,3
85071A,1839,14.595238095238095,646.9308571428573,1336.41,106
85071B,2291,16.24822695035461,779.1593718338402,1226.57,123
85071C,1197,12.090909090909092,1095.4916512059367,669.8199999999999,85
85071D,838,9.415730337078651,1041.6547497446381,482.34,78
85072,120,120.0,0.0,66.0,1
85078,2044,23.767441860465116,848.792339261286,570.2,63
85079,18,2.5714285714285716,2.2857142857142856,28.0,6
85080,113,5.136363636363637,17.17099567099567,55.76,19
85081,100,4.761904761904762,13.990476190476187,44.49,20
85083,5,2.5,0.5,12.749999999999998,2
85084,605,9.307692307692308,594.4663461538461,554.5699999999999,53
85086A,396,7.92,26.646530612244902,336.59999999999997,44
85087,113,5.380952380952381,28.64761904761905,325.11000000000007,21
85088,273,6.066666666666666,88.15454545454546,563.77,38
85089,87,4.578947368421052,7.257309941520467,249.45000000000005,15
85090,82,2.2777777777777777,1.292063492063492,381.3,26
85091,337,24.071428571428573,2426.9945054945056,487.35,14
85092,374,26.714285714285715,4076.065934065934,534.7,14
85093,1044,17.4,289.6677966101695,692.74,57
85094,609,14.5,244.59756097560975,211.43,40
85095,90,8.181818181818182,55.163636363636364,143.85999999999999,9
85096,142,2.784313725490196,7.4125490196078445,532.5,42
85097B,101,2.72972972972973,6.147147147147147,378.75,25
85098B,328,3.8588235294117648,30.71792717086835,1172.4,61
85099B,93436,28.348300970873787,3747.196403789208,167920.64,978
85099C,28899,19.739754098360656,1513.603449290139,52188.18,506
85099F,35842,23.50295081967213,2859.034932231832,64127.77,549
85103,248,4.592592592592593,56.05730258560446,1543.6000000000001,46
85104,327,6.055555555555555,408.0534591194968,888.9300000000001,40
85106,1022,22.711111111111112,6030.255555555556,1849.0,40
85107,1169,17.71212121212121,1458.2389277389282,2118.21,56
85109,4203,233.5,357206.14705882355,462.15000000000003,17
85110,11512,605.8947368421053,2154829.0994152045,1124.68,17
85111,2872,44.875,14711.571428571433,879.92,50
85112,429,18.652173913043477,3540.509881422925,320.25,20
85113,279,6.340909090909091,52.508985200845665,566.22,36
85114A,1179,14.204819277108435,617.5307081986484,1813.35,46
85114B,1753,11.094936708860759,669.5896557284525,2756.45,99
85114C,961,7.28030303030303,94.02006708304417,1549.65,79
85115B,3,3.0,0.0,12.75,1
85116,1173,22.132075471698112,942.8860667634249,1139.66,40
85117,317,7.925,176.84038461538458,493.45,29
85118,2027,32.693548387096776,3791.5274986779477,1072.1499999999999,55
85119,412,10.564102564102564,1239.620782726046,564.12,36
85121B,60,2.2222222222222223,2.4871794871794872,510.0,27
85121C,85,2.0238095238095237,1.438443670150987,722.5,39
85123A,91814,18.278717897670713,3595.686936468193,247203.36000000002,1490
85124A,339,4.8428571428571425,26.1343685300207,843.75,43
85124B,331,3.9404761904761907,17.55063109581182,827.85,45
85124C,397,4.092783505154639,29.501718213058442,979.95,51
85125,267,6.209302325581396,75.26467331118492,1222.95,32
85126,148,4.484848484848484,50.25757575757574,960.6,22
85127,138,3.6315789473684212,11.698435277382645,683.1,30
85128,165,82.5,13284.5,182.09,2
85129A,428,6.388059701492537,38.57440072365446,535.0,51
85129B,210,5.833333333333333,32.542857142857144,258.08,26
85129C,370,7.551020408163265,59.91921768707483,463.85,37
85129D,655,7.705882352941177,44.210084033613455,850.35,59
85130A,656,8.631578947368421,59.675789473684226,1080.0,59
85130B,875,14.830508474576272,196.76388077147874,805.0500000000001,50
85130C,650,10.483870967741936,115.0735060814384,707.86,51
85130D,734,8.843373493975903,130.2312665295328,824.28,63
85131A,1375,17.628205128205128,512.9119214119215,1060.43,64
85131B,330,13.75,432.0217391304348,210.17999999999998,12
85131C,308,11.407407407407407,358.3276353276354,207.34,20
85131D,503,15.71875,411.8215725806452,289.69,25
85132A,1183,8.047619047619047,135.67579908675805,3896.65,98
85132B,893,8.93,212.44959595959597,2573.35,73
85132C,1919,9.994791666666666,132.24604602966835,4843.53,144
85135A,76,1.52,2.377142857142857,604.2,40
85135B,98,1.2727272727272727,0.3325358851674641,779.1,67
85135C,103,1.5606060606060606,0.8039627039627038,818.85,57
85136A,89,1.3088235294117647,0.6046971027216858,707.55,64
85136B,49,1.2564102564102564,0.7746288798920379,389.55,39
85136C,125,1.5625,3.008702531645572,993.75,70
85141,180,2.535211267605634,10.080885311871224,1267.4,57
85142,50,1.8518518518518519,1.5156695156695161,397.5,26
85144,287,3.986111111111111,66.77445226917058,1046.85,61
85145,91,3.033333333333333,11.964367816091954,809.05,27
85146,115,3.9655172413793105,10.320197044334975,564.25,23
85147,61,3.210526315789474,4.175438596491228,301.95,14
85150,8078,9.03579418344519,291.8173063674464,18847.98,369
85151,44,5.5,45.99999999999999,55.0,8
85152,16146,12.30640243902439,890.2813319752197,30615.930000000004,486
85159A,456,9.5,47.404255319148945,811.1999999999999,41
85159B,638,9.382352941176471,71.85162423178225,1236.1,53
85160A,8800,400.0,1609841.9047619049,1323.2,20
85160B,6149,198.3548387096774,549837.3698924731,934.87,28
85161,27,1.35,0.6605263157894735,497.65,16
85162A,605,31.842105263157894,1314.140350877193,1211.75,14
85162B,977,75.15384615384616,6807.307692307692,1905.15,5
85162C,898,21.902439024390244,709.4402439024389,1775.1,11
85163A,79,1.9268292682926829,6.419512195121951,772.65,35
85163B,68,1.837837837837838,6.861861861861862,639.6,26
85164B,113,2.7560975609756095,8.189024390243903,1134.75,27
85165,16,1.4545454545454546,0.4727272727272728,159.2,9
85166A,72,9.0,169.14285714285714,120.0,8
85166B,501,16.161290322580644,944.206451612903,798.75,28
85167A,174,14.5,338.8181818181818,379.5,12
85167B,684,12.90566037735849,639.8178519593615,1358.4,38
85168A,22,1.4666666666666666,0.6952380952380953,218.89999999999998,12
85168B,37,1.608695652173913,2.1581027667984185,348.66999999999996,17
85169A,913,9.03960396039604,96.2384158415841,999.07,79
85169B,280,6.086956521739131,47.592270531400956,290.24,31
85169C,397,10.447368421052632,482.95661450924615,429.97,27
85169D,374,8.311111111111112,132.49191919191918,413.98,39
85170A,799,12.887096774193548,597.9050766790057,1378.32,45
85170B,237,7.181818181818182,173.7784090909091,312.78000000000003,19
85170C,428,8.916666666666666,283.82269503546104,615.83,40
85170D,574,7.454545454545454,204.2775119617224,772.1899999999999,48
85171,1,1.0,0.0,2.55,1
85172,4178,29.84285714285714,1884.1909558067832,1688.52,110
85173,954,9.262135922330097,327.6070816676184,1563.27,70
85174,1282,5.409282700421941,63.369913466351996,5606.82,126
85175,15302,37.23114355231144,2360.7244911281236,6128.12,199
85176,2408,13.839080459770114,2363.8583482825074,1875.4999999999998,115
85177,1765,15.758928571428571,942.5269465894464,1442.11,87
85178,5294,20.361538461538462,2193.4595188595204,5777.54,177
85179A,139,5.346153846153846,45.11538461538463,281.31,24
85179B,240,6.153846153846154,76.9230769230769,1000.0799999999999,33
85179C,77,7.7,54.233333333333334,126.85,10
85180A,553,8.253731343283581,89.67706919945726,1377.53,60
85180B,279,8.205882352941176,162.229055258467,726.63,29
85183A,1497,11.171641791044776,871.3913702165852,2194.75,104
85183B,1696,10.941935483870967,662.0290741516546,2583.5,124
85184B,14,2.0,3.3333333333333326,41.300000000000004,7
85184C,2098,8.131782945736434,266.6440442795524,4117.08,186
85184D,8294,159.5,582393.7450980392,4445.139999999999,48
85185B,546,3.664429530201342,15.170415381824775,1579.5000000000002,111
85185C,54,2.0,3.769230769230769,159.3,24
85185D,168,3.7333333333333334,17.56363636363636,483.6000000000001,38
85185E,4,2.0,2.0,11.8,2
85185F,35,1.9444444444444444,2.643790849673203,103.25000000000001,16
85186A,1302,15.878048780487806,124.4046973803071,546.84,76
85186B,14,7.0,18.0,5.88,2
85186C,1179,14.204819277108435,146.6038789303556,495.18,75
85187,451,4.956043956043956,52.62026862026862,724.9499999999999,75
85188A,904,11.160493827160494,93.31141975308638,765.28,67
85188B,669,12.622641509433961,98.16255442670537,568.65,48
85189,1117,18.93220338983051,1376.064289888954,908.89,53
85190,133,9.5,68.26923076923077,113.05,14
85192S,3,1.5,0.5,1.9500000000000002,2
85194L,1713,15.715596330275229,551.742439687394,1399.8899999999999,93
85194S,1680,17.31958762886598,283.823883161512,783.8,84
85195,145,9.0625,540.1958333333333,265.14,14
85196,1536,23.272727272727273,1430.6013986013988,783.96,59
85197,1667,22.226666666666667,24013.39387387387,955.26,63
85198,3824,95.6,272122.2461538461,1421.24,37
85199L,3303,17.293193717277486,498.82937448332865,2092.23,136
85199S,5336,17.61056105610561,989.7683649159605,2222.99,188
85200,1007,10.6,48.66808510638298,1253.95,81
85202,745,7.45,72.2095959595959,311.46,79
85203,1089,9.228813559322035,134.14377806750687,454.5,94
85204,2150,26.54320987654321,3888.9262345679017,364.62,69
85205A,66,2.869565217391304,2.5731225296442686,168.29999999999998,21
85205B,215,4.886363636363637,14.847251585623678,548.25,36
85206A,2148,7.484320557491289,145.4464316171633,3436.2,234
85206B,1474,9.042944785276074,462.60925547224144,2303.3,138
85208,353,5.983050847457627,163.32729398012856,701.94,56
85211,279,5.166666666666667,52.10377358490567,377.96999999999997,43
85212,2766,28.8125,3162.090789473683,990.6199999999999,82
85213,1270,25.918367346938776,4663.701530612245,669.5799999999999,48
85214,419,3.0583941605839415,11.54068269643624,691.35,94
85215,755,16.06382978723404,236.2784458834412,484.99,33
85216,2790,18.6,653.1677852348994,1744.38,114
85217,2811,20.51824817518248,688.2809145556027,1751.91,96
85218,1992,996.0,1889568.0,625.1999999999999,2
85220,12236,2447.2,16450083.200000001,6875.0,4
85221,3551,80.70454545454545,15199.375792811836,1667.5900000000001,35
85222,1394,32.41860465116279,3225.8682170542634,1535.4,39
85224,1987,39.74,2347.257551020408,1051.14,35
85225,19,1.7272727272727273,2.8181818181818175,22.5,10
85226A,1658,13.702479338842975,1918.77741046832,849.5,95
85226C,952,14.208955223880597,3415.6829488919047,461.2,54
85227,3120,10.434782608695652,377.2667055733879,2584.98,225
85230A,1992,41.5,2052.5106382978734,497.03999999999996,31
85230B,2095,31.742424242424242,593.8864801864803,553.79,49
85230C,24,24.0,0.0,6.959999999999999,1
85230D,24,24.0,0.0,6.959999999999999,1
